id,platform,location,address,google_place_id,sentiment_score,crowdedness,vibe_tags,original_text,source_url,created_at
430,ifoodie,無一物海產粥,106臺北市大安區金華街183巷22號,ChIJIRNb73OpQjQRVmI3iE_whtw,0.8,0.8,"seafood,popular,queue",無一物海產粥｜六種海鮮超澎湃．東門站排隊人氣小吃店(菜單),,2026-04-24 03:16:39
433,ifoodie,陸光小館,105臺北市松山區敦化北路165巷4號,ChIJ9TjtLgCrQjQRpyCHskGb5BQ,0.8,0.5,"taiwanese_cuisine,local_eats,hidden_gem",【松山區美食】陸光小館，不是網美店卻超有味道！絕對會再訪的眷村系台菜推薦(菜單),,2026-04-24 03:16:47
434,ifoodie,和記豆漿店,110臺北市信義區和平東路三段463巷2之2號,ChIJVVVVVWWqQjQRmpqH5sBiy1U,1.0,1.0,"traditional,popular,breakfast",和記豆漿店｜炭火厚燒餅夾蛋超狂必吃！在地人每天排爆的傳統人氣早餐店,,2026-04-24 03:16:51
437,ifoodie,以雪爾韓食堂,10074臺北市中正區南海路2巷14號,ChIJu13Gr-CpQjQRfd1bHjYwv7w,0.8,0.5,"Korean Food,Taipei,Affordable,Delicious",以雪爾韓食堂：中正紀念堂巷弄平價韓食，家常烤肉與炒冬粉，台北道地韓式料理,,2026-04-24 03:17:01
438,ifoodie,Lost and Found 信義店,106臺北市大安區敦化南路二段11巷50號,ChIJj9j7W2WrQjQR_UgmSg_0jkw,0.8,0.5,"cafe,foodie,relaxing",土石流阿芙佳朵、鮭魚三明治，讓你從早午餐吃到下午茶 Lost and Found 信義店｜信義安和站咖啡廳推薦,,2026-04-24 03:17:05
439,ifoodie,福鼎湯包店,116臺北市文山區興隆路三段112巷2弄13號,ChIJcaceqxOqQjQRjSTp2mVr7A0,1.0,0.5,"food,affordable,popular",福鼎湯包店｜號稱平民版鼎泰豐！人氣湯包、蛋餅、大骨湯麵全都只要銅板價！,,2026-04-24 03:17:06
443,ifoodie,市場二樓的家庭小炒,"樓132攤, 2, No. 100號士東路士林區臺北市111",ChIJhRb7WoSuQjQR0kAKMuHCEvA,0.8,0.5,"food,restaurant,popular",家庭小炒｜藏身市場二樓的平價人氣熱炒店，蔥爆牛肉必點超下飯！,,2026-04-24 03:17:18
445,ifoodie,三合麵,108臺北市萬華區長泰街39號,ChIJX5DHBbepQjQRQA6ihSO9A3g,1.0,0.5,"food,hidden gem",沒人介紹絕對不會知道的萬華低調神祕麵店，三合麵配卜肉就是讚,,2026-04-24 03:17:24
451,ifoodie,羅家擔仔麵,108臺北市萬華區環河南路二段125巷9號,ChIJGd7DCK2pQjQRuJb_zTeXx_8,0.5,0.8,"food,hidden gem,limited availability",羅家擔仔麵｜無招牌隱藏版早午餐，太晚來就吃不到,,2026-04-24 03:17:42
453,ifoodie,父子廚房,111臺北市士林區格致路22號1F,ChIJM4ZKiOetQjQR2JECqWDxcrA,0.8,0.5,"food,Korean-Chinese cuisine,recommended",《台北‧士林》父子廚房-韓式中華料理藏身山仔后 最道地炸醬麵乾燒蝦就在這,,2026-04-24 03:17:49
454,ifoodie,順園小館,100臺北市中正區汀州路三段281號,ChIJoRPjyYqpQjQRLileViO9FZw,0.8,0.8,"delicious,popular,Recommended",順園小館｜在地人激推北方家常菜，公館生意超好小吃餐廳,,2026-04-24 03:17:52
456,ifoodie,五草車中華食館南昌店,100臺北市中正區南昌路二段188號,ChIJlS1DbJCpQjQRjniDanw6900,0.8,0.5,"food,restaurant,Taiwanese cuisine",古亭美食│五草車中華食館南昌店│炒飯控注意！粒粒分明排骨蛋炒飯登場！古亭炒飯、台北排骨蛋炒飯,,2026-04-24 03:17:59
457,ifoodie,國父紀念館站,11072臺北市信義區忠孝東路四段400號,ChIJgTD0CMerQjQRuEohy9I5Jz4,0.8,0.5,"popular,food",歐式可頌、丹麥、酸種麵包專賣，國父紀念館站人氣名店！,,2026-04-24 03:18:02
459,ifoodie,九記何燒臘,10491臺北市中山區吉林路124號,ChIJRVU8XWepQjQRQ1hab_XX9VQ,1.0,0.5,"food,restaurant,delicious",九記何燒臘｜六十年港式燒臘老店，燒肉皮脆爆香、鴨腿好吃，動漫風便當盒也超吸睛！,,2026-04-24 03:18:09
460,ifoodie,廖家牛肉麵,106臺北市大安區金華街98號,ChIJgbwEgJypQjQR6zkPQ6rpaNI,1.0,0.5,"food,beef noodle,taiwanese cuisine",廖家牛肉麵｜台北必吃清燉牛肉麵除了牛肉麵必點豆干跟牛尾巴,,2026-04-24 03:18:12
462,ifoodie,南山炸豬排남산돈까스,103臺北市大同區南京西路18巷6弄8-2號2樓,ChIJu93FIyapQjQRLto-gJ-WMus,0.8,0.5,"Korean food,newly opened,hidden gem",南山炸豬排남산돈까스 神還原韓劇爆紅美食！隱身二樓新開幕韓國料理餐廳,,2026-04-24 03:18:19
463,ifoodie,台北寒舍艾美探索廚房,110臺北市信義區松仁路38號,ChIJewvXULqrQjQR6zpjEk5Nj0E,0.8,0.5,"food,luxury,bufet",帝王蟹、龍蝦吃到飽 改裝後大升級，奢華爽吃去 台北寒舍艾美探索廚房｜,,2026-04-24 03:18:23
465,ifoodie,小公園牛肉麵,106臺北市大安區泰順街35號,ChIJ2T7KxyuqQjQRLytZgS9RYeU,1.0,0.5,"food,noodles,restaurant",小公園牛肉麵｜不起眼鐵皮屋牛肉麵搬家後環境變好了味道還是一樣棒,,2026-04-24 03:18:30
467,ifoodie,萬華,臺北市萬華區,ChIJyR5dkLGpQjQRuNNGn4w3vSo,0.8,0.5,"food,dim sum",萬華現蒸有整隻蝦的蒸餃、小籠湯包，香菜控別漏掉香菜蒸餃,,2026-04-24 03:18:37
470,ifoodie,萬家手工水餃,103臺北市大同區蘭州街126號,ChIJub9h4UGpQjQRTBdSwYZb_zk,1.0,0.5,"food,restaurant,dumplings",萬家手工水餃，必吃11款手工水餃＋超強神之豬肝湯,,2026-04-24 03:18:48
472,ifoodie,總統牌雞腿、排骨便當,108臺北市萬華區中華路一段114巷9號,ChIJd3H_WwmpQjQRaMQJiD3WFeQ,0.5,0.5,"food,restaurant,traditional",70年老店總統牌雞腿、排骨便當一試成主顧,,2026-04-24 03:18:54
473,ifoodie,福餃FUKGYO,104臺北市中山區中山北路二段65巷17號1樓,ChIJcciJrOKpQjQRN3quCfv37wc,0.8,0.8,"delicious,popular,queue",中山站的人氣爆量香菜紫蘇煎餃，連平日都在排隊｜福餃FUKGYO,,2026-04-24 03:18:58
476,ifoodie,隱食家 Inns+,104臺北市中山區雙城街28巷8號,ChIJQffxkOipQjQRabwA1GkxMMU,0.8,0.5,"Michelin recommended,Chinese cuisine,wine bar",隱食家 Inns+，連年米其林推薦的中式餐酒館,,2026-04-24 03:19:07
480,ifoodie,麟德殿,104臺北市中山區南京東路一段138號1樓,ChIJl8agwRapQjQRZdZlFz20B2k,0.8,0.5,"new brand,beef noodle,Chinese food",築間新品牌！嚴選牛尾牛腱心，紅燒湯頭濃香不膩！結合山焙打造新派中式風味｜麟德殿牛肉麵,,2026-04-24 03:19:19
482,ifoodie,老東北家鄉特色料理,10491臺北市中山區民權東路一段12巷13號1樓,ChIJASoxV0OpQjQR5APDQ67ACok,0.8,0.5,"food,northeastern cuisine,restaurant",老東北家鄉特色料理｜隱身巷弄的道地東北菜，鍋包肉、酸菜白肉鍋、拔絲地瓜必點！,,2026-04-24 03:19:26
485,ifoodie,Purebread Bakery,106臺北市大安區光復南路308巷21號,ChIJYYvaudKrQjQRYRUYOaK9lJU,0.8,0.5,"food,bakery,European",Purebread Bakery｜超強的可頌跟酸麵包就在網路評價破千則台北東區歐式麵包店,,2026-04-24 03:19:35
487,ifoodie,溢香園天母店,111臺北市士林區天母東路41號,ChIJSYikpICuQjQRpY6eZ4R1rQg,0.8,0.5,"traditional,recommended,delicious",溢香園天母店｜在地超過40年的經典老字號，招牌鱔糊、蒸臭豆腐必點！,,2026-04-24 03:19:41
491,ifoodie,左爺爺風味小館,112臺北市北投區明德路59號,ChIJ6RR3U3GvQjQRmFa2ScNW-xY,1.0,0.5,"delicious,recommended,foodie",左爺爺風味小館-家常菜紅燒獅子頭超下飯！南洋咖哩雞、法式牛粒都必點～近捷運明德站、附停車資訊 – 北投明德站美食,,2026-04-24 03:19:54
492,ifoodie,行天宮,10491臺北市中山區民權東路二段109號,ChIJG3jOqVmpQjQRlMAW5wvvwrA,0.5,0.5,"food,recommendation",行天宮美食吃那家？｜精選30+家行天宮站美食推薦從老字號蒙古烤肉吃到米其林早餐,,2026-04-24 03:19:57
493,ifoodie,板前屋炭烤鰻魚飯,115臺北市南港區研究院路一段88號,ChIJV-zxvVmrQjQRfuWpJ6NRLjA,1.0,1.0,"delicious,popular",板前屋炭烤鰻魚飯｜堪稱無刺鰻魚飯霸主！用餐時間總是爆滿，全台手工去刺、脆皮白燒鰻魚飯創始店,,2026-04-24 03:20:01
494,ifoodie,富順樓後山埤店,115臺北市南港區中坡北路6號,ChIJRwWxxf2rQjQR6HnBaIYlA8g,0.8,0.5,"food,restaurant,delicious",富順樓後山埤店｜有夠便宜的平價北平烤鴨三吃，台北聚餐必吃合菜餐廳,,2026-04-24 03:20:04
495,ifoodie,劍潭蔥油餅,111臺北市士林區劍潭路98號,ChIJSaSftCmvQjQRpxSWus7ree4,1.0,0.5,"food,Taiwanese cuisine,delicious",劍潭蔥油餅，超讚的高麗菜水煎包以及無敵的蘿蔔絲餅,,2026-04-24 03:20:08
496,ifoodie,壽星餃子,106台北市大安区忠孝东路四段177號2樓之2,ChIJ9fR92e-rQjQRzpZ68cCiSJE,0.8,0.5,"food,restaurant",壽星餃子免費吃！幾歲送幾顆，雞絲拌麵也是必點,,2026-04-24 03:20:12
497,ifoodie,山上豆花,116臺北市文山區指南路三段38巷22號,ChIJDUL9bdEBaDQR5e270ga1l3U,0.8,0.8,"popular,delicious,busy",山上豆花｜周休三天生意好到爆炸想吃還要先抽號碼牌的貓空美食甜點,,2026-04-24 03:20:16
500,ifoodie,麗馥小吃,106臺北市大安區安居街34巷8號,ChIJySVU1TaqQjQR6LQChR1deSc,1.0,0.5,"delicious,trendy",麗馥小吃｜牛肉麵湯頭濃郁好吃，滷味必點超人氣！,,2026-04-24 03:20:26
502,ifoodie,張記韭菜水煎包,108臺北市萬華區中華路一段200號,ChIJE2_XFqepQjQRpp_tUVmLju0,0.8,0.5,"food,restaurant,traditional",張記韭菜水煎包｜能內用的超大顆西門町水煎包老店必點眷村風小菜配綠豆粥！,,2026-04-24 03:20:32
504,ifoodie,甜先生,108臺北市萬華區和平西路三段109巷9號,ChIJ3R-aLa-pQjQRAa-RIxEumvw,1.0,0.5,"relaxing,foodie,dessert",甜先生｜招牌桂花冰釀湯圓、四色圓、豆花冰超療癒！,,2026-04-24 03:20:38
506,ifoodie,小樂沙茶火鍋,108臺北市萬華區西寧南路90巷3號,ChIJee9-rQmpQjQRNqBrBRoClgU,0.8,0.5,"food,restaurant,hotpot",小樂沙茶火鍋｜藏在巷子裡‼️西門町老牌沙茶火鍋店必點芹菜丸、豬肝與排骨酥,,2026-04-24 03:20:44
509,ifoodie,屾淼苑,100臺北市中正區北平東路36號1、2樓,ChIJ93FPkLSpQjQRo_y1dAQY3S4,1.0,0.5,"food,recommendation",【善導寺美食推薦】屾淼苑：最新必點推薦看這篇(附菜單),,2026-04-24 03:20:53
510,ifoodie,ABV南洋餐酒館 國館店,106臺北市大安區光復南路280巷39號,ChIJ99gARwqrQjQR-pzvBeatnDQ,0.5,0.5,"food,restaurant,beer",台北大安｜ABV南洋餐酒館 國館店．泰式料理搭配精釀啤酒，國父紀念館周邊美食,,2026-04-24 03:20:56
511,ifoodie,SHARE LOUNGE,"3樓, No. 11號松山路信義區臺北市110",ChIJb_CS4v-rQjQR2XKWbeH5Jm0,0.8,0.5,"cafe,buffet,relaxing",SHARE LOUNGE-90元起享50多種咖啡點心麵包吃到飽及任選書看 – 莎莉哈小姐,,2026-04-24 03:21:00
512,ifoodie,松滿樓,106臺北市大安區濟南路三段26號,ChIJT91JuH2pQjQReBnuL1zoca0,0.8,0.5,"middle_eastern,cuisine,chinese_food",松滿樓｜必點蝦仁絲瓜湯包與椒香爆牛柳的超過20年的濟南路平價中式合菜桌菜餐廳,,2026-04-24 03:21:03
514,ifoodie,小巷子清燉牛肉麵四平店,104472臺北市中山區四平街40號,ChIJt_-mmfOpQjQRxCF22lb5vsU,1.0,0.5,"food,restaurant,noodles",小巷子清燉牛肉麵四平店，台北人氣牛肉麵必吃名店,,2026-04-24 03:21:10
515,ifoodie,曾家豆漿,104臺北市中山區錦州街123號,ChIJ-YfzZFypQjQRAFxGl4nV8S0,0.5,0.5,"night market,food,trendy",曾家豆漿｜在地20年宵夜豆漿點心老字號網友笑說被豆漿耽誤的蛋塔店,,2026-04-24 03:21:13
517,ifoodie,BON MEINGERDA,111臺北市士林區劍潭路78號無訂位服務，需現場候位,ChIJvzYMgyyqQjQRd83ndWISbaY,0.8,1.0,"trendy,popular,creative",BON MEINGERDA 手工麵疙瘩｜文青系人氣排隊名店！創意異國風麵疙瘩一開門就秒客滿,,2026-04-24 03:21:21
522,ifoodie,麵包廚房,108臺北市萬華區峨眉街66號,ChIJHWG97gipQjQRM4_CFNctB20,0.8,0.5,"food,cake,taipei",麵包廚房｜台北最好吃的芋泥蛋糕與可麗露出自於超過20年西門町麵包店老字號,,2026-04-24 03:21:36
524,ifoodie,豚門厚切豬排專門店,105臺北市松山區八德路二段366巷30號1樓,ChIJbcghRxKrQjQRf48Pn25JlFc,0.8,0.5,"food,pork_cutlet,Taiwanese_cuisine",超厚豬排，這是我吃過台北前三名的豬排飯｜豚門厚切豬排專門店,,2026-04-24 03:21:42
526,ifoodie,いくら蛋所,106臺北市大安區信義路二段198巷8號,ChIJb5E4fwCpQjQR8e16LKU1TDA,0.5,0.5,"new store,popular,Japanese food",日本福岡超人氣蛋包飯專門店 いくら蛋所首度登台,,2026-04-24 03:21:48
528,ifoodie,136海鮮麵,106臺北市大安區瑞安街75號,ChIJWZRy5karQjQR2PvcLyZt5QY,1.0,0.5,"food,seafood,noodles,delicious",136海鮮麵，科技大樓站美食，小卷麵與鮮蚵豬油拌飯必吃!! (2025/10/13更新),,2026-04-24 03:22:02
529,ifoodie,陳記眷村燒餅舖,116臺北市文山區興隆路一段70巷1-1號,ChIJ246wxDarQjQRUbd28AWwdd0,1.0,0.5,"food,local,delicious",陳記眷村燒餅舖｜在地人激推的酥脆燒餅，酥脆飽滿超涮嘴的,,2026-04-24 03:29:34
530,ifoodie,汆牛溫體牛肉火鍋西門店,108臺北市萬華區成都路141號,ChIJY2ONLcupQjQRYr_cRA1MpU4,0.8,0.5,"food,hot pot",汆牛溫體牛肉火鍋西門店，自助吧蔬菜牛雜吃到飽,,2026-04-24 03:29:36
532,ifoodie,香而廉小館,10491臺北市中山區合江街17巷2號,ChIJXdoi8OCrQjQRv7XFyS-_O0w,0.8,1.0,"Popular,Delicious,Crowded",香而廉小館｜人氣爆棚平價熱炒，開兩店面還是天天客滿！,,2026-04-24 03:29:39
533,ifoodie,初海和牛鐵板燒,106臺北市大安區永康街1號4樓,ChIJJR_IPACpQjQRW_QDrXL2UAE,0.8,0.5,"luxury,foodie,entertainment",初海和牛鐵板燒｜台北鐵板燒新天花板，$1680 起 14 品奢華饗宴+震撼火焰秀!,,2026-04-24 03:29:40
535,ifoodie,侯門小館,105臺北市松山區民生東路五段180號,ChIJLeImeZKrQjQR3R5bqETvfac,1.0,1.0,"popular,affordable,busy",侯門小館｜有夠誇張！連平日中午也會客滿的民生社區中式合菜餐廳點滿10道菜一個人不到400元,,2026-04-24 03:29:43
536,ifoodie,我家川菜,108臺北市萬華區成都路105巷7號,ChIJqXe38wipQjQRimcHAyFPjwU,0.8,0.5,"delicious,affordable,traditional",我家川菜｜在地30年老店便宜美味，台北川菜合菜推薦,,2026-04-24 03:29:45
538,ifoodie,台北寒舍艾美,110臺北市信義區松仁路38號,ChIJewvXULqrQjQRZ4KcKM5lPTE,0.8,0.5,"foodie,restaurant,seafood",帝王蟹、龍蝦、鮑魚、生蠔、干貝、松葉蟹 一次到位台北寒舍艾美探索廚房強勢回歸,,2026-04-24 03:29:48
543,ifoodie,品冠客家小館,105臺北市松山區南京東路五段23巷9弄4號,ChIJW795EeurQjQRAhp-PqZhheA,0.8,0.5,"food,restaurant,affordable",品冠客家小館｜老闆到底有沒有賺？有夠便宜的南京三民平價客家菜,,2026-04-24 03:29:53
545,ifoodie,湘民小館,105臺北市松山區八德路三段155巷24號,ChIJYzKdXeqrQjQRXga3f1NvrHI,1.0,0.5,"food,restaurant,taipei,chinese cuisine",湘民小館｜好評破千則小巨蛋站巷弄台北平價湘菜餐廳必點左宗棠雞,,2026-04-24 03:29:56
546,ifoodie,陸光小館,105臺北市松山區敦化北路165巷4號,ChIJ9TjtLgCrQjQRpyCHskGb5BQ,0.8,0.5,"food,restaurant,vintage",陸光小館｜這滷味刀工也太強了吧！小巨蛋巷弄裡的懷舊眷村餐廳,,2026-04-24 03:29:57
548,ifoodie,極禾家抄手麵食,105臺北市松山區南京東路五段123巷1弄6號,ChIJ72sFz5SrQjQRw6EXLa12yq4,0.8,0.6,"delicious,popular,noodles",極禾家抄手麵食｜上班族必訪！南京東路巷弄人氣麵館必點怪味抄手乾麵,,2026-04-24 03:29:59
549,ifoodie,泰和樓,106臺北市大安區杭州南路二段61-20號,ChIJbyUU8imqQjQRUvC4IivLW4A,0.8,0.5,"food,restaurant,taiwanese cuisine",【騷煲新台潮羊肉湯】羊小排太過癮、松露滷肉飯更是滿足，泰和樓打造的人氣新品牌｜台北中山區美食推薦｜捷運忠孝復興站小吃(菜單),,2026-04-24 03:30:00
550,ifoodie,佛跳牆,10848臺北市萬華區華西街觀光夜市185、186攤位,ChIJXfbioampQjQRBZpJiPzYeL0,0.8,0.5,"food,satisfaction,value_for_money",佛跳牆只賣80元！CP值高到離譜，再來碗油飯讓人超滿足,,2026-04-24 03:30:02
552,ifoodie,越越新越南料理,10466臺北市中山區植福路8號2F,ChIJ802-aK-tQjQRs37UxqN8_84,1.0,0.5,"food,vietnamese cuisine,restaurant",越越新越南料理》台北大直必吃越南美食餐廳推薦捷運劍南路站美食餐廳,,2026-04-24 03:30:04
554,ifoodie,海味豐海產店,108臺北市萬華區內江街140-2號,ChIJcc7NDwipQjQR4IOXBoKra8E,0.8,0.8,"night market,popular,busy",海味豐海產店｜連平日晚上竟然預約，天天客滿的西門町熱炒宵夜場老字號,,2026-04-24 03:30:05
555,ifoodie,捷運忠義站,112台灣臺北市北投區,ChIJJUcBGAqvQjQRUlb3wBvS0UU,1.0,0.5,"food,noodles,popular",河南手工扯麵｜捷運忠義站超人氣外省麵，牛肉麵、炸醬麵都好吃（菜單）,,2026-04-24 03:30:07
557,ifoodie,燒鳩 刺身‧串燒‧夜食,105臺北市松山區市民大道四段85號,ChIJCRZIUiqrQjQRw1czIWk4iDI,0.8,0.5,"food,drinks,nightlife",Joeman愛店曝光！「燒鳩 刺身‧串燒‧夜食」台北居酒屋神級炭火燒鳥，生魚片媲美Omakase，宵夜聚餐必收藏！壽星還能調酒無限暢飲！(台北居酒屋推薦),,2026-04-24 03:30:10
558,ifoodie,濱江市場,10491臺北市中山區民族東路336號,ChIJia3QRv2rQjQRR24UgeLjW0s,0.8,0.5,"seafood,traditional",安安海鮮生魚片｜超過35年的濱江市場旁平價海鮮生魚片老字號,,2026-04-24 03:30:11
559,ifoodie,雞泰炒,10485臺北市中山區南京東路二段163號,ChIJT4KnlrapQjQRXX-2crB-I-8,0.8,0.5,"food,popular,comfortable",雞泰炒 超人氣老麵攤隱藏版料理專賣店！全天候營業用餐環境更寬敞舒適,,2026-04-24 03:30:15
560,ifoodie,喫飯食堂,106臺北市大安區永康街8巷5號,ChIJv7oLPIypQjQRzqh7ryK1me0,0.8,0.5,"food,restaurant,Taiwanese cuisine",永康街美食-喫飯食堂｜招牌煎豬肝、封肉必點菜單，兩人也能吃大菜的台北台菜餐廳推薦,,2026-04-24 03:30:18
563,ifoodie,二空眷村小館,105臺北市松山區敦化北路155巷14號,ChIJwT5n4eirQjQR61O6GdGHTGg,0.8,0.5,"traditional,restaurant,taiwanese cuisine",二空眷村小館｜連知名導演跟製作人都有來過開業超過20年台北眷村菜餐廳必點老菜脯雞湯,,2026-04-24 03:30:27
565,ifoodie,忠孝敦化站｜台韓民國韓式燒肉店,106臺北市大安區敦化南路一段187巷70號,ChIJh9zsZ8WrQjQROj1_EJ9moMs,0.8,0.5,"Korean food,all-you-can-eat,bar",忠孝敦化站｜台韓民國韓式燒肉店，韓式小菜吃到飽，霸氣水果燒酒端上桌！,,2026-04-24 03:30:34
569,ifoodie,北平楊順順小館,104臺北市中山區合江街43號,ChIJ2YcTUuCrQjQRgw02G9mwgzQ,0.8,0.5,"food,restaurant,northern chinese cuisine",北平楊順順小館｜台北平價北方麵點熱炒推薦酸菜白肉鍋牛肉捲餅蒸餃必點,,2026-04-24 03:30:47
571,ifoodie,麗華古早味麵攤,112臺北市北投區裕民三路,ChIJsXJrioyuQjQRuSE620eonkw,0.8,0.5,"delicious,breakfast,local favorite",麗華古早味麵攤｜北投在地人最愛的早午餐，超強滷味搭配乾麵餛飩必點,,2026-04-24 03:30:54
573,ifoodie,巷仔內大腸煎,103臺北市大同區南京西路25巷20號,ChIJ7QPYjWmpQjQR7PzLnJQLbAo,1.0,0.5,"food, Taiwanese cuisine,street food",巷仔內大腸煎｜來這必吃限量大腸頭圈與肉羹麵的台北雙連站生意最好美食小吃,,2026-04-24 03:31:00
574,ifoodie,五畝禾創始店,10078臺北市中正區和平西路一段28號,ChIJfXaHdwupQjQRm57X8ykQPns,0.8,0.5,"food,healthy,restaurant",【台北美食】五畝禾創始店～中正區新開幕餐盒專賣店，少油少鹽更健康，必點青蔥舒肥雞、玉脂東坡肉，捷運古亭站美食推薦,,2026-04-24 03:31:04
577,ifoodie,台北車站,100臺北市中正區黎明里,ChIJcYy0Y3KpQjQRXiW_s2lGln8,0.8,0.5,"food,satisfying",紅米砂鍋粥｜台北車站聚餐必吃紅米蟹膏砂鍋粥搭配熱炒超滿足,,2026-04-24 03:31:14
581,ifoodie,老童小吃部,106臺北市大安區安居街80號1樓,ChIJdYjHunWpQjQR7-iV4cEMf5E,0.5,0.5,"food,taiwanese cuisine",台北滷肉飯推薦｜老童小吃部搬新址,,2026-04-24 03:31:25
582,ifoodie,蘇記餃子館,100臺北市中正區延平南路101巷5號,ChIJSa8UoQupQjQRo7Be_TyJhyw,0.8,0.5,"food,restaurant,delicious",蘇記餃子館，山東燒雞、糖醋排骨平價份量足，西門站中山堂美食(姊姊食記),,2026-04-24 03:31:28
583,ifoodie,萬華雙和市場,108臺北市萬華區雙和街,ChIJWfLwfrCpQjQRjY315Q492IE,0.8,0.5,"food,market",老郭舖山東蔥油餅》每天賣不到5小時就收工的萬華雙和市場美食外帶,,2026-04-24 03:31:32
591,ifoodie,大膽牛腩麵,10478臺北市中山區遼寧街222號,ChIJo--aBuurQjQRyN89ig3p_vM,0.8,0.5,"food,popular,authentic",大膽牛腩麵｜香港人開的正宗港式牛腩麵，在地必吃人氣麵館（附菜單）,,2026-04-24 03:31:55
592,ifoodie,龐德羅莎台大店,106臺北市大安區羅斯福路四段85號台大管理學院第二活動中心二樓,ChIJldrqooqpQjQRl4bCVhVRvuI,0.8,0.5,"food,buffet",龐德羅莎台大店，高CP值老字號自助吧吃到飽 @神農太太底家,,2026-04-24 03:31:58
595,ifoodie,川雨パン屋 (川雨麵包香坊),106臺北市大安區復興南路二段345號,ChIJM4t8eYypQjQRmNY8EBXguY0,1.0,0.5,"food,bakery,natural,handmade",【科技大樓麵包店】川雨パン屋 (川雨麵包香坊) 好吃台北鹽可頌推薦！天然酵母手工製作,,2026-04-24 03:32:07
596,ifoodie,王記水煎包,105臺北市松山區南京東路五段291巷4之1號,ChIJR_8CpZarQjQRkZjIQKUfkh4,1.0,0.5,"food,local,hidden gem",王記水煎包｜隱藏版小吃、銅板價美食，在地人激推的手工好味道!!!,,2026-04-24 03:32:10
597,ifoodie,B&B STEAK福德店,110臺北市信義區福德街302號,ChIJq7lceIarQjQRB4nATBhhze0,0.5,0.5,"steak,trendy,popular",B&B STEAK福德店｜後山埤高人氣牛排館（完整菜單）,,2026-04-24 03:32:14
598,ifoodie,越越・新越南料理,10466臺北市中山區植福路8號2F,ChIJ802-aK-tQjQRs37UxqN8_84,0.8,0.5,"food,vietnamese,taipei",「越越・新越南料理」台北最美越式料理，典華最新品牌(菜單價位),,2026-04-24 03:32:18
601,ifoodie,六米麻辣滷味,108臺北市萬華區武昌街二段100號1樓,ChIJP2YcLBqpQjQRy6eqsBzSP3k,0.8,0.5,"food,recommendation,delicious",【台北美食】六米麻辣滷味台北西門町門市～鼎王麻辣鍋旗下最新滷味品牌，香麻夠味外帶即食超過癮。西門町美食推薦、捷運西門站美食,,2026-04-24 03:32:29
602,ifoodie,師大分部臭豆腐,116臺北市文山區羅斯福路五段87號,ChIJTfEyyFGpQjQR1fXJT3vjMoU,1.0,0.5,"food,stinky tofu,recommendation",萬隆站美食『師大分部臭豆腐』外酥內多汁的超好吃臭豆腐推薦、500盤推薦,,2026-04-24 03:32:31
603,ifoodie,九記何燒臘,10491臺北市中山區吉林路124號,ChIJRVU8XWepQjQRQ1hab_XX9VQ,1.0,0.5,"delicious,traditional,Hong Kong style",九記何燒臘｜六十年港式燒臘老店，燒肉皮脆爆香、鴨腿好吃，動漫風便當盒也超吸睛！,,2026-04-24 03:32:34
608,ifoodie,安東食園,106臺北市大安區瑞安街75號安東巿場138~141位,ChIJWXq3vSuqQjQRoIswVUWlOzc,1.0,0.5,"food,delicious,limited_time_offer",安東食園｜台北最強沒有之一的限量蜜汁雞腿!!超好吃熟菜！！,,2026-04-24 03:32:49
610,ifoodie,丸麵鋪,105臺北市松山區復興北路313巷32號,ChIJN5DeBgCrQjQRCP_P2_X81Ws,1.0,0.5,"food,restaurant,recommendation",丸麵鋪｜承襲徐家私廚記憶與媽媽手藝．台北必吃炸醬麵推薦,,2026-04-24 03:32:56
612,ifoodie,蜀魚館老店,106臺北市大安區建國南路一段198號,ChIJD1IOJtarQjQRVa_X6HydmNc,0.8,0.5,"food,traditional,affordable",蜀魚館老店，市中心在地60年老店平價現撈活魚份量超大！,,2026-04-24 03:33:02
616,ifoodie,越越・新越南料理,10466臺北市中山區植福路8號2F,ChIJ802-aK-tQjQRs37UxqN8_84,1.0,0.5,"food,vietnamese cuisine,restaurant",《越越・新越南料理》迎接飲食新時代，經典傳承跨越文化邊界 打造越南料理第一品牌！,,2026-04-24 03:33:14
618,ifoodie,上引水產,10491臺北市中山區民族東路410巷2弄18號,ChIJ_3AKcP2rQjQRG-FBsLE_NWY,0.8,0.5,"food,affordable",上引水產健康便當｜一次吃到雞腿與糖醋排骨再配五種菜的超大盒台北便當只要150元,,2026-04-24 03:33:22
621,ifoodie,"BREAD, ESPRESSO &",10042臺北市中正區寶慶路69號,ChIJlQSwHM2pQjQR0uTLs7McnF8,0.8,0.5,"trendy,cafe,foodie","【BREAD, ESPRESSO &】超人氣東京表參道麵包咖啡店！菜單推薦必點Mou鐵板法式吐司",,2026-04-24 03:33:30
623,ifoodie,老童小吃部,106臺北市大安區安居街80號1樓,ChIJdYjHunWpQjQR7-iV4cEMf5E,1.0,0.5,"delicious,comfortable,recommended",入選2025年500碗之一的老童小吃部，滷肉飯超好吃，舒服雞肉飯像台版的日式叉燒飯,,2026-04-24 03:33:38
